GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,TRACTA,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URB_AREAA,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,FCL001
"G3100650","1990","NE",,,,,,,,"99","Furnas","065",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001859908","0000006277","Furnas County","A","+40173412","-099914748","06",19600
"G3100670","1990","NE",,,,,,,,"99","Gage","067",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002215327","0000012057","Gage County","A","+40265089","-096693473","06",36100
"G3100690","1990","NE",,,,,,,,"99","Garden","069",,,"4","9999",,,,"9999","2","Nebraska","31",,"0004414785","0000068891","Garden County","A","+41622037","-102343512","06",30700
"G3100710","1990","NE",,,,,,,,"99","Garfield","071",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001476440","0000003391","Garfield County","A","+41894206","-098982410","06",24100
"G3100730","1990","NE",,,,,,,,"99","Gosper","073",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001186737","0000011836","Gosper County","A","+40503632","-099823186","06",40500
"G3100750","1990","NE",,,,,,,,"99","Grant","075",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002010540","0000018134","Grant County","A","+41917324","-101743191","06",27500
"G3100770","1990","NE",,,,,,,,"99","Greeley","077",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001475975","0000002248","Greeley County","A","+41562536","-098515411","06",19400
"G3100790","1990","NE",,,,,,,,"99","Hall","079",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001415271","0000015064","Hall County","A","+40865863","-098502417","06",47700
"G3100810","1990","NE",,,,,,,,"99","Hamilton","081",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001408135","0000007983","Hamilton County","A","+40876629","-098021026","06",41000
"G3100830","1990","NE",,,,,,,,"99","Harlan","083",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001431662","0000055513","Harlan County","A","+40173713","-099398844","06",28500
"G3100850","1990","NE",,,,,,,,"99","Hayes","085",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001847054","0000000570","Hayes County","A","+40527028","-101059564","06",18100
"G3100870","1990","NE",,,,,,,,"99","Hitchcock","087",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001839106","0000022128","Hitchcock County","A","+40176232","-101040424","06",23200
"G3100890","1990","NE",,,,,,,,"99","Holt","089",,,"4","9999",,,,"9999","2","Nebraska","31",,"0006249184","0000012911","Holt County","A","+42460207","-098784402","06",36100
"G3100910","1990","NE",,,,,,,,"99","Hooker","091",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001867898","0000000884","Hooker County","A","+41888368","-101141252","06",25200
"G3100930","1990","NE",,,,,,,,"99","Howard","093",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001474999","0000016251","Howard County","A","+41219061","-098517751","06",30400
"G3100950","1990","NE",,,,,,,,"99","Jefferson","095",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001484202","0000006424","Jefferson County","A","+40168316","-097145681","06",19400
"G3100970","1990","NE",,,,,,,,"99","Johnson","097",,,"4","9999",,,,"9999","2","Nebraska","31",,"0000974294","0000001721","Johnson County","A","+40396310","-096266085","06",26400
"G3100990","1990","NE",,,,,,,,"99","Kearney","099",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001336581","0000000260","Kearney County","A","+40506230","-098946238","06",42000
"G3101010","1990","NE",,,,,,,,"99","Keith","101",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002748863","0000125650","Keith County","A","+41197112","-101662464","06",41600
"G3101030","1990","NE",,,,,,,,"99","Keya Paha","103",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002002893","0000002291","Keya Paha County","A","+42877726","-099719073","06",17500
"G3101050","1990","NE",,,,,,,,"99","Kimball","105",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002465148","0000001510","Kimball County","A","+41199445","-103710823","06",34600
"G3101070","1990","NE",,,,,,,,"99","Knox","107",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002870259","0000081688","Knox County","A","+42634373","-097880665","06",24600
"G3101090","1990","NE",,,,,,,,"99","Lancaster","109",,,"4","4360",,,,"9999","2","Nebraska","31",,"0002172717","0000020304","Lancaster County","A","+40784048","-096688565","06",61600
"G3101110","1990","NE",,,,,,,,"99","Lincoln","111",,,"4","9999",,,,"9999","2","Nebraska","31",,"0006641193","0000028757","Lincoln County","A","+41051988","-100745234","06",41900
"G3101130","1990","NE",,,,,,,,"99","Logan","113",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001478148","0000001205","Logan County","A","+41555666","-100476018","06",31700
"G3101150","1990","NE",,,,,,,,"99","Loup","115",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001475648","0000003387","Loup County","A","+41933135","-099447237","06",9999
"G3101170","1990","NE",,,,,,,,"99","McPherson","117",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002224862","0000002681","McPherson County","A","+41569659","-101059600","06",32500
"G3101190","1990","NE",,,,,,,,"99","Madison","119",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001483088","0000006393","Madison County","A","+41921863","-097599502","06",47300
"G3101210","1990","NE",,,,,,,,"99","Merrick","121",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001255239","0000025220","Merrick County","A","+41169317","-098030128","06",33700
"G3101230","1990","NE",,,,,,,,"99","Morrill","123",,,"4","9999",,,,"9999","2","Nebraska","31",,"0003687802","0000015703","Morrill County","A","+41694377","-103012837","06",29200
"G3101250","1990","NE",,,,,,,,"99","Nance","125",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001143095","0000017428","Nance County","A","+41394246","-097994262","06",23900
"G3101270","1990","NE",,,,,,,,"99","Nemaha","127",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001060138","0000006702","Nemaha County","A","+40386734","-095847155","06",32200
"G3101290","1990","NE",,,,,,,,"99","Nuckolls","129",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001490143","0000001708","Nuckolls County","A","+40176562","-098046375","06",22100
"G3101310","1990","NE",,,,,,,,"99","Otoe","131",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001595066","0000008449","Otoe County","A","+40652199","-096135761","06",38700
"G3101330","1990","NE",,,,,,,,"99","Pawnee","133",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001118142","0000003243","Pawnee County","A","+40130088","-096239620","06",14100
"G3101350","1990","NE",,,,,,,,"99","Perkins","135",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002287412","0000003012","Perkins County","A","+40841741","-101656066","06",36400
"G3101370","1990","NE",,,,,,,,"99","Phelps","137",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001398579","0000001630","Phelps County","A","+40508945","-099409499","06",39600
"G3101390","1990","NE",,,,,,,,"99","Pierce","139",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001486572","0000003486","Pierce County","A","+42271341","-097610610","06",34000
"G3101410","1990","NE",,,,,,,,"99","Platte","141",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001756204","0000028643","Platte County","A","+41568353","-097525384","06",51300
"G3101430","1990","NE",,,,,,,,"99","Polk","143",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001137320","0000005219","Polk County","A","+41188157","-097570500","06",30500
"G3101450","1990","NE",,,,,,,,"99","Red Willow","145",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001856172","0000003700","Red Willow County","A","+40176191","-100479004","06",39100
"G3101470","1990","NE",,,,,,,,"99","Richardson","147",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001433503","0000006429","Richardson County","A","+40123823","-095718299","06",24200
"G3101490","1990","NE",,,,,,,,"99","Rock","149",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002612047","0000008795","Rock County","A","+42418278","-099453634","06",26600
"G3101510","1990","NE",,,,,,,,"99","Saline","151",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001490180","0000001870","Saline County","A","+40531349","-097142311","06",37300
"G3101530","1990","NE",,,,,,,,"99","Sarpy","153",,,"4","5920",,,,"9999","2","Nebraska","31",,"0000623339","0000017145","Sarpy County","A","+41114000","-096110088","06",65700
"G3101550","1990","NE",,,,,,,,"99","Saunders","155",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001953021","0000012503","Saunders County","A","+41225722","-096633759","06",43500
"G3101570","1990","NE",,,,,,,,"99","Scotts Bluff","157",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001914913","0000016113","Scotts Bluff County","A","+41850278","-103708714","06",40300
"G3101590","1990","NE",,,,,,,,"99","Seward","159",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001488682","0000002489","Seward County","A","+40872125","-097140386","06",48700
"G3101610","1990","NE",,,,,,,,"99","Sheridan","161",,,"4","9999",,,,"9999","2","Nebraska","31",,"0006322651","0000074953","Sheridan County","A","+42497280","-102434459","06",28900
"G3101630","1990","NE",,,,,,,,"99","Sherman","163",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001465615","0000014977","Sherman County","A","+41222173","-098973058","06",16800
"G3101650","1990","NE",,,,,,,,"99","Sioux","165",,,"4","9999",,,,"9999","2","Nebraska","31",,"0005352749","0000001885","Sioux County","A","+42480782","-103771264","06",26800
"G3101670","1990","NE",,,,,,,,"99","Stanton","167",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001113317","0000003189","Stanton County","A","+41922034","-097190405","06",41800
"G3101690","1990","NE",,,,,,,,"99","Thayer","169",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001488162","0000002016","Thayer County","A","+40176274","-097594321","06",24200
"G3101710","1990","NE",,,,,,,,"99","Thomas","171",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001846410","0000002044","Thomas County","A","+41918002","-100582468","06",24200
"G3101730","1990","NE",,,,,,,,"99","Thurston","173",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001020035","0000006317","Thurston County","A","+42157066","-096550403","06",30800
"G3101750","1990","NE",,,,,,,,"99","Valley","175",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001471470","0000006232","Valley County","A","+41570138","-098977427","06",23600
"G3101770","1990","NE",,,,,,,,"99","Washington","177",,,"4","5920",,,,"9999","2","Nebraska","31",,"0001011350","0000008578","Washington County","A","+41527246","-096223083","06",57700
"G3101790","1990","NE",,,,,,,,"99","Wayne","179",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001148584","0000000121","Wayne County","A","+42213805","-097124769","06",43000
"G3101810","1990","NE",,,,,,,,"99","Webster","181",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001489010","0000000334","Webster County","A","+40178054","-098497844","06",22300
"G3101830","1990","NE",,,,,,,,"99","Wheeler","183",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001489765","0000001060","Wheeler County","A","+41917999","-098525297","06",19200
"G3101850","1990","NE",,,,,,,,"99","York","185",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001491025","0000000929","York County","A","+40872110","-097596756","06",44400
"G3200010","1990","NV",,,,,,,,"99","Churchill","001",,,"8","9999",,,,"9999","4","Nevada","32",,"0012767003","0000244250","Churchill County","A","+39602421","-118340938","06",83000
"G3200030","1990","NV",,,,,,,,"99","Clark","003",,,"8","4120",,,,"9999","4","Nevada","32",,"0020488726","0000467085","Clark County","A","+36201751","-115022815","06",92200
"G3200050","1990","NV",,,,,,,,"99","Douglas","005",,,"8","9999",,,,"9999","4","Nevada","32",,"0001838553","0000072008","Douglas County","A","+38916313","-119613672","06",120000
"G3200070","1990","NV",,,,,,,,"99","Elko","007",,,"8","9999",,,,"9999","4","Nevada","32",,"0044500241","0000058220","Elko County","A","+41131015","-115354139","06",80600
"G3200090","1990","NV",,,,,,,,"99","Esmeralda","009",,,"8","9999",,,,"9999","4","Nevada","32",,"0009294709","0000001286","Esmeralda County","A","+37785829","-117632074","06",40000
"G3200110","1990","NV",,,,,,,,"99","Eureka","011",,,"8","9999",,,,"9999","4","Nevada","32",,"0010815752","0000011085","Eureka County","A","+39978797","-116269805","06",52100
"G3200130","1990","NV",,,,,,,,"99","Humboldt","013",,,"8","9999",,,,"9999","4","Nevada","32",,"0024989223","0000025799","Humboldt County","A","+41411069","-118116900","06",74900
"G3200150","1990","NV",,,,,,,,"99","Lander","015",,,"8","9999",,,,"9999","4","Nevada","32",,"0014228283","0000066929","Lander County","A","+39945697","-117026495","06",60700
"G3200170","1990","NV",,,,,,,,"99","Lincoln","017",,,"8","9999",,,,"9999","4","Nevada","32",,"0027543838","0000007127","Lincoln County","A","+37641515","-114875416","06",52000
"G3200190","1990","NV",,,,,,,,"99","Lyon","019",,,"8","9999",,,,"9999","4","Nevada","32",,"0005163887","0000058811","Lyon County","A","+39012903","-119192374","06",75500
"G3200210","1990","NV",,,,,,,,"99","Mineral","021",,,"8","9999",,,,"9999","4","Nevada","32",,"0009729638","0000146467","Mineral County","A","+38541887","-118427922","06",56400
"G3200230","1990","NV",,,,,,,,"99","Nye","023",,,"8","9999",,,,"9999","4","Nevada","32",,"0047001352","0000032285","Nye County","A","+38049845","-116451089","06",72700
"G3200270","1990","NV",,,,,,,,"99","Pershing","027",,,"8","9999",,,,"9999","4","Nevada","32",,"0015563591","0000152251","Pershing County","A","+40445544","-118403097","06",65600
"G3200290","1990","NV",,,,,,,,"99","Storey","029",,,"8","9999",,,,"9999","4","Nevada","32",,"0000682368","0000000890","Storey County","A","+39446885","-119534827","06",100100
"G3200310","1990","NV",,,,,,,,"99","Washoe","031",,,"8","6720",,,,"9999","4","Nevada","32",,"0016426998","0000541343","Washoe County","A","+40634414","-119684644","06",110900
"G3200330","1990","NV",,,,,,,,"99","White Pine","033",,,"8","9999",,,,"9999","4","Nevada","32",,"0022990317","0000053341","White Pine County","A","+39435433","-114896275","06",51700
"G3205100","1990","NV",,,,,,,,"99","Carson City","510",,,"8","9999",,,,"9999","4","Nevada","32",,"0000371791","0000031798","Carson City","F","+39148328","-119743243","09",98800
"G3300010","1990","NH",,,,,,,,"99","Belknap","001",,,"1","9999",,,,"9999","1","New Hampshire","33",,"0001039415","0000174240","Belknap County","A","+43518880","-071424962","06",113400
"G3300030","1990","NH",,,,,,,,"99","Carroll","003",,,"1","9999",,,,"9999","1","New Hampshire","33",,"0002418835","0000151278","Carroll County","A","+43869599","-071210551","06",118700
"G3300050","1990","NH",,,,,,,,"99","Cheshire","005",,,"1","9999",,,,"9999","1","New Hampshire","33",,"0001832353","0000056306","Cheshire County","A","+42920538","-072253258","06",111000
"G3300070","1990","NH",,,,,,,,"99","Coos","007",,,"1","9999",,,,"9999","1","New Hampshire","33",,"0004663680","0000080468","Coos County","A","+44687083","-071301722","06",71500
"G3300090","1990","NH",,,,,,,,"99","Grafton","009",,,"1","9999",,,,"9999","1","New Hampshire","33",,"0004437972","0000095295","Grafton County","A","+43933000","-071843447","06",105800
"G3300110","1990","NH",,,,,,,,"##","Hillsborough","011",,,"1","####",,,,"####","1","New Hampshire","33",,"0002270092","0000040917","Hillsborough County","A","+42914784","-071716133","06",137100
"G3300130","1990","NH",,,,,,,,"99","Merrimack","013",,,"1","####",,,,"9999","1","New Hampshire","33",,"0002420413","0000057084","Merrimack County","A","+43289857","-071677476","06",117500
"G3300150","1990","NH",,,,,,,,"##","Rockingham","015",,,"1","####",,,,"####","1","New Hampshire","33",,"0001800653","0000255902","Rockingham County","A","+42984404","-071089199","06",149800
"G3300170","1990","NH",,,,,,,,"99","Strafford","017",,,"1","####",,,,"9999","1","New Hampshire","33",,"0000955268","0000039149","Strafford County","A","+43295820","-071027358","06",116000
"G3300190","1990","NH",,,,,,,,"99","Sullivan","019",,,"1","9999",,,,"9999","1","New Hampshire","33",,"0001391992","0000037629","Sullivan County","A","+43361077","-072224592","06",89700
"G3400010","1990","NJ",,,,,,,,"99","Atlantic","001",,,"2","0560",,,,"9999","1","New Jersey","34",,"0001453385","0000285722","Atlantic County","A","+39465326","-074636618","06",105100
"G3400030","1990","NJ",,,,,,,,"70","Bergen","003",,,"2","5602",,,,"0875","1","New Jersey","34",,"0000606587","0000032673","Bergen County","A","+40958707","-074074366","06",226000
"G3400050","1990","NJ",,,,,,,,"77","Burlington","005",,,"2","6162",,,,"6160","1","New Jersey","34",,"0002084350","0000038101","Burlington County","A","+39875728","-074669233","06",122000
"G3400070","1990","NJ",,,,,,,,"77","Camden","007",,,"2","6162",,,,"6160","1","New Jersey","34",,"0000575840","0000013610","Camden County","A","+39800850","-074959749","06",99000
"G3400090","1990","NJ",,,,,,,,"99","Cape May","009",,,"2","0560",,,,"9999","1","New Jersey","34",,"0000661007","0000945550","Cape May County","A","+39077466","-074858609","06",112500
"G3400110","1990","NJ",,,,,,,,"77","Cumberland","011",,,"2","6162",,,,"8760","1","New Jersey","34",,"0001267332","0000484979","Cumberland County","A","+39329755","-075132998","06",73700
"G3400130","1990","NJ",,,,,,,,"70","Essex","013",,,"2","5602",,,,"5640","1","New Jersey","34",,"0000327097","0000008553","Essex County","A","+40787300","-074246315","06",194400
"G3400150","1990","NJ",,,,,,,,"77","Gloucester","015",,,"2","6162",,,,"6160","1","New Jersey","34",,"0000841398","0000031428","Gloucester County","A","+39714874","-075140073","06",99200
"G3400170","1990","NJ",,,,,,,,"70","Hudson","017",,,"2","5602",,,,"3640","1","New Jersey","34",,"0000120834","0000040427","Hudson County","A","+40732350","-074075391","06",157400
